userName,score,at,content
Indah dwi,1,2022-09-14 01:42:56,"Tidak bisa masuk berkali kali gagal, sudah di uninstal lalu download lagi juga tidak bisa. Tolong diperbaiki! Saya mau cetak sertifikat vaksin booster ini"
Riska Fauzyah,4,2022-09-14 01:41:55,"Kenapa harini ini gangguan terus gabisa masuk aplikasi , sudah uninstal malah gabisa login sama sekali gimana inii solusinya"
Parker Zeras,4,2022-09-14 01:37:09,"Maaf ini kenapa ya saya tidak bisa login melalui email, hanya loading muter aja lalu muncul tulisan terjadi kesalahan silahkan coba lagi"
Yunia Suryadi,1,2022-09-14 01:31:45,Setelah di update jadi tidak bisa scan barcode.. Jadi menghambat aktivitas.
Suhendi,1,2022-09-14 01:27:08,Aplikasi apa sih...kemanapun harus scan dan sebagainy tapi aplikasiny susah dibuka...mempersulit aktivitas aja
Dedi Junaedi,1,2022-09-14 01:20:45,"Baru coba instal karena perlu & diharuskan menggunakan aplikasi ini, tapi setelah 2hari mencoba sign up/daftar baru selalu gagal (terjadi kesalahan teknis).. hadeeeuuh plat merah oh plat merah,kok kelas negara kalah dengan kelas login minimarket"
Olyn Rambu,4,2022-09-14 01:20:04,"Aplikasinya bagus sebenarnya tapi kenapa pas masuk lagi gk bisa ya ,selalu bilang terjadi kesalahan,silakan coba lagi Udah di coba ulang2 tapi bisa masuk"
briyan bagas,1,2022-09-14 01:13:23,"Ini udah re-install berkali-kali gabisa login, sebelumnya bisa tp ke logout"
selly arham Misbach,1,2022-09-14 01:13:23,Aplikasi gak bisa dibuka mulu sedangkan mau naik kereta sama pesawat harus scan terus ... Coba dong di perbaiki lagi aplikasi nya
Achmad Masroh Affan,1,2022-09-14 01:13:22,"Aplikasinya ga bisa di buka2 padahal udah di uninstall trs install lagi masih ttp kaga bisa,gmn ini saya mau masuk ke gedung kantor ga bisa2, boleh penjelasan nya ya..."
Sanuji Binkadir09gmail,3,2022-09-14 01:12:59,"Aplikasi susah di buka, padahal sering ku update, daftar juga susah, ngisi tgl lahirnya terlalu panjang, kurang simpel,"
Ridwan Nurzaman wahid,5,2022-09-14 01:12:49,Tolong segera di perbaiki. Setelah di upgrade ko ga bisa login sama sekali. Gimana mau di pakai kalau kayak gini.
Rustin H.,1,2022-09-14 01:10:55,Tidak memudahkan bagi pengguna yang ingin merubah data diri. Pengubahan data diri tidak bisa dilakukan secara mandiri.
muti fahono,1,2022-09-14 01:09:42,"Aplikasi tidak membantu... minta perubahan/update versi makin susah digunakan, lemott walau udah pake kartu sim yg top sekalipun"
Endry Yulisuryanto,1,2022-09-14 01:08:18,"Aplikasinya susah dipakai log in. Apa karena covid sudah tidak henoh, jadi kurang diperhatikan"
M. Ismail Salim,1,2022-09-14 01:06:02,"Tambah ribet. Dan gak jelas... Mau lihat riwayat vaksin aja susahnya minta ampun. Mau Lihat profil malah yang keluar akses pertukaran data yang gak jelas, lemotnya minta ampun... Padahal mau dipakai buat beli tiket perjalanan.. ini gmn mau jalan, aplikasi negara kok kayak gini..."
Egi Emiliani,2,2022-09-14 01:00:55,"aplikasinya ngelag. masa pas buka nyangkut dihalaman depan terus😏 ini mah bukannya memudahkan, malah menyulitkan."
Black Predator,1,2022-09-14 01:00:01,"Lemot, wifi udah kenceng, udah gonta ganti jaringan, masih aja tiap ngecek profile ga kebuka, ngecek tiket booster jadi ga bisa, padahal seminggu lagi mau berangkat, ampas banget aplikasi yang notabenenya wajib dipake buat semua masyarakat"
07. Alip Bagus,1,2022-09-14 00:54:00,"setelah di update malah gabisa dibuka ,gabisa login juga malah jadi nyusahin ,pdahal smua instansi menggunakan aplikasi ini,kalo ga bisa login /di buka gimana dong"
Haikal 1324,2,2022-09-14 00:50:21,"mantap habis di update buat login ajh susah, sekalinya masuk chek in gk bsa. pdhal sblum di update lancar"" ajah..."
Afriyan,1,2022-09-14 00:49:41,Di update bukannya bagus malah log out dan gak bisa buat masuk ke akun nya lagi..
Ratna Puspitasari,3,2022-09-14 00:46:33,"Akun saya tdk bs dibuka setelah di update. Notifikasinya ""terjadi kesalahan"" Sudah uninstall dan install ulang, msh tdk bisa 😭"
Eko Prasetyo,1,2022-09-14 00:45:31,"Sudah vaksin tapi sertfikat belum jadi, masyarakat di paksa untuk vaksin tapi pelayanan tidak memuaskan, penginputan data sertifikat vaksin lama, ini mereka kerjanya ngapain aja ya? Padahal sertifikat vaksin saya butuhkan untuk perjalanan. Tolong di perbaiki lagi untuk kedepanya !"
Arief Hidayat,1,2022-09-14 00:44:10,"Sekarang malah susah utk cetak sertifikat, Dialihkan ke menu login, tpi tidak bisa login padahal nomor hp / email sdh benar"
BERTUS DEROK,1,2022-09-14 00:42:59,"Apknya gimana si gak buka sama sekali, mau cek sertifikat saja gak bisa sama sekali sering keluar dri apk sendiri"
Dina Octaviani,1,2022-09-14 00:38:27,"Tolong dong di perbaiki padahal quota ada tpi giliran buka appnya lama bgt, buat scan qr code gak bisa², jadinya menghambat kita yg lagi buru². Tolong dong di perbaiki, minta di update terus tpi gak ada kemajuan² appnya"
Ari Suwarna,2,2022-09-14 00:38:27,Setelah di-update malah logout dan tidak bisa login. Tolonglah diperbaiki. Jangan menyusahkan pengguna.
Nurul Syarifah,1,2022-09-14 00:38:24,Setelah di upgrade malah Lolak bnget Ga bisa liat sertifikat vaksin Padahal udh di login pake no hp dan email tpi ttp Balik ke halaman yg sama Gimna sih
Khe Nzu,1,2022-09-14 00:34:15,Lahhh kok log out sendiri aplikasinya.. Disuruh login masukin no hp yg terdaftar ehh malah kaga bisa2..tolong dibenerin napa.
Daily Diary,1,2022-09-14 00:27:05,"Kinerja aplikasi nya menurun, sangat lambat saat membuka menu. Mohon di perbaiki kembali agar tidak lemot"
fursan allail,1,2022-09-14 00:25:03,"Aplikasi apaan ini. Seluruh rakyat diwajibkan pakai, tapi tak pernah bisa login. Kalau belum siap secara teknisnya kenapa juga harus dipaksakan. Becus kerja ga sih"
Marcellino Kurniawan,1,2022-09-14 00:24:01,"Susah banget pakainya, udah rumit banget masuknya. Giliran di up date malah ga bisa scan barcode, klo ga di up date ga bisa masuk, gimana sih! Giliran di uninstall ga bisa masuk lagi..."
Nida Aulia,1,2022-09-14 00:23:06,"Sudah di uninstal trs download lagi ttp gabisa daftar,padahal data sudah bener. Tolong perbaiki lah sistemnya."
Rosita Vika,1,2022-09-14 00:22:59,Mau cek sertifikat vaksin tp dialihkan ke web dan disuruh login tp gabisa. Jelas2 akun kita udah login.
Vira Arini,1,2022-09-14 00:15:46,"Kenapa tb2 ke log out sendiri? Udh gitu pas mau login lg gabisa,udh pake sinyal internet biasa jg gabisa"
RizaLudiN 97,1,2022-09-14 00:14:27,"Setelah update aplikasi tdk bisa dipakai, PERBAIKI !!!"
Ahmad Sufiadi,3,2022-09-14 00:13:05,Di update bukannya hilang bug nya malah nambah g bsa scan QR lebih gampang versi sebelumnya
Selviana khu,1,2022-09-14 00:11:52,"Setelah diperbarui , aplikasinya malah jadi lemot dan ga bisa masuk ke akunnya"
Nur Arizal,2,2022-09-14 00:10:56,Kok aplikasi saya tiba tiba log out sendiri pas mau login gagal melulu Ini kenapa ya padahal ngisi email dan no hp bener lho
Arrach P,1,2022-09-14 00:09:12,"Kenapa setelah di update malah gk bisa login, tolong segera di perbaiki."
retno kustri sayekti,2,2022-09-14 00:07:31,"Ini kenapa sih sistem. Minta pembaruan data, udah di upgrade gabisa dibuka. Pas bisa dibuka minta isi data baru. Pas baru ngisi eeeh selalu kembali ke data awal alias kosong. Nyusahin banget"
ARIEF ROCHMAN HAKIM,1,2022-09-14 00:01:53,"Pagi ini error, bikin panik banyak orang. Kalau memang setiap manusia di Indonesia ini wajib pakai aplikasi ini, harusnya ngga bisa dibiarkan error begini. Ibarat nyuruh anak berkembang tapi ngga ngebolehin anak eksplorasi kemampuan. Payah."
ernu wibowo,4,2022-09-14 00:00:16,Log out ..masuk lagi ulang dari awal.. mohon diperbaiki. Aplikasi sih ok..karena terintergrasi ke setiap aplkasi yg menyangkut kesehatan
Arie Wicaksono,1,2022-09-14 00:00:11,"Aplikasinya recehan nih selalu error dan setelah di update pasti data master di Peduli lindungi selalu hilang dan buat lagi. Makanya kalau buat aplikasi jangan recehan dong, punya dana besar masa buat aplikasi yg murahan....."
hananto triwidodo,3,2022-09-13 23:57:47,"Habis update 14 sept 2022 jadi error' gak bisa scan QR, apakah ini tandanya semua kegiatan sudah gakperlu akses ini lagi ???"
Sri Tuti Rahayu,1,2022-09-13 23:54:48,Diupdate malah harus log in lagi. Berkali2 masukin no telp gak bisa. Gagal coba lagi. Payah aplikasi rumittttttttttttttt......!!!!!!! Dari awal muncul bikin rumit maunya apa nih aplikasi
ryan manggala,1,2022-09-13 23:53:09,"Ini aplikasi apa""an sih? minta d upgrade mulu..tapi setelah di upgrade malah gak bisa masuk..daftar juga gak bisa..terus guna nya apa? Ini aplikasi punya pemerintah loh..dan aplikasi penting untuk kemana-mana trmasuk kerja..tapi kok JELEEKK begini sih? Malah nyusahin aja"
adhitya pangestu susanto,1,2022-09-13 23:51:29,Udah di update malah sertifikat vaksin ilang . Terus juga lebih lama loading nya di bandingin streaming
Ria Jayanti Wiradiani,1,2022-09-13 23:46:14,"Aplikasi apa ini. Mempersulit sekali. Sudah ber kali kali masuk dengan no hp dan email. Masih tetap tidak bisa. Selalu terjadi kesalahan. Sudah coba install ulang. Msih sama. Coba di hp lain juga masih sama. Percuma saja saya dan keluarga sudah vaksin dosis 1 dan 2 kalau tidak bisa dibuka aplikasinya, jdi tidak ada bukti bahwa sudah vaksin dosis 1 dan 2. Kalau mau lanjut ke vaksin booster jdi dipersulit."
taopan hidayat,1,2022-09-13 23:41:11,"Setelah di update malah nggak bisa di pakai, , keluar mulu , , nggak mau scan QR, , ,masuk profile langsung keluar , , apakah update itu untuk sebuah kemunduran ?"
SYAMSUL HADI MUSTOFA,1,2022-09-13 23:35:24,Saya buka aplikasi tgl 13/9/22 ada pembaharuan. Namun setelah klik pembaharuan justru tidak bisa dibuka. Dibuka masuk ke setting awal dengan memasukan no HP / email. Begitu dimasukan nomor HP cuma putar putar melulu tidak bisa buka sama sekali
Ryan Dilon,1,2022-09-13 23:30:04,"Astaghfirullah mau liat sertifikat vaksin susahnya bukan main suruh login terlebih dahulu padahal saya sudah masuk dengan email / no hp terdaftar tapi gak bisa masuk"" aplikasinya kebanyakan loading gak jelas sama kaya kepemerintahan indo jadi emosi di saat"" di butuhkan. Benci banget sama pemerintah Indonesia,"
Ms. Yoo,1,2022-09-13 23:25:13,"Ketika dibutuhkan segera malah lama loadingnya, login ulang gagal. Gimana ini kemenkes? :("
Haniff Ahmad,1,2022-09-13 23:14:40,"Ini mau Masuk Akun kok gak bisa udah berkali-kali dicoba terjadi kesalahan terus. Padahal udah pernah login, saya coba daftar ulang malah udah mengirim 3 kali kode Verifikasi. Kan aneh ini gimana???"
Ristya Sylva Imannia,1,2022-09-13 23:08:27,"Gabisa masuk terus, sudah uninstall - reinstall - restart hp - login dari web . Semua sudah dilakuin tapi tetep gabisa masuk"
Eka Wirman Juniar,1,2022-09-13 23:06:22,"Setiap akan dibuka loadingnya sangat lama. Ketika sudah berhasil terbuka aplikasinya, setiap mau masuk ke sub menu sangat amat berat bahkan sampai no respon. Tolong kalau kerja yang serius. Jangan banyak gabutnya. Buat aplikasi seperti ini aja ga becus. Bukannya mempermudah malah mempersulit."
Daren Keweng,1,2022-09-13 22:56:09,"Rusak, setelah update tidak bisa masuk untuk lihat sertifikas walaupun sudah di isi email"
tomy samarta,1,2022-09-13 22:55:22,program aplikasinya mengalami gangguan login....tolong segera ditangani karena saya tidak bisa login sejak 2 jam yang lalu
Iwan Sukarelawan,2,2022-09-13 22:49:48,Aplikasi ini belum bagus masih banyak yg harus dibenahi tp anehnya aplikasi ini berusaha monopoli namun seiring pulihnya kita dari covid 19 sebaiknya aplikasi ini ga perlu dipake lagi
Febri Pratama,1,2022-09-13 22:36:45,"Abis di update malah tambah parah. Gak bisa scan kode, login buat liat sertifikat vaksin malah gak bisa baik di situs sama aplikasi. Harusnya mah kalo update, tambah bener aplikasinya bukan tambah masalah baru bagi penggunanya. Tolong di fix setelahnya, saya susah kerja kalau begini."
Raider Power,1,2022-09-13 22:28:20,Aplikasi nya tidak bisa d buka daftar juga gagal trus padahal kuota banyak..payah
sophia kembauw,1,2022-09-13 22:10:45,Sering crushing. Skrg malah isinya time out melulu ga bs akses. Pdhal awalnya bagus. Setelah update lgsg rusak
Hafiizh Bima Saputra,1,2022-09-13 22:05:22,"Udah berkali kali uninstal tetep ga bisa masuk ya ke aplikasi nya tolong di perbaiki sistem nya, repot kalo gini ga bisa scan barcode, mau login terjadi kesalahan terus"
yuni aja,1,2022-09-13 22:00:35,"Akun tiba tiba keluar dari aplikasi,dan harus login ulang..no hp dan email udah betul saat masuk tidak bisa katanya terjadi kesalahan..tolonglah perbaiki lagi jangan menyusahkan pengguna,kami juga yg repot..."
ibrahim sisouzu,1,2022-09-13 21:41:30,"hedeh hari2 bukan makin bagus malah makin ribet aplikasinya, udah loading nya lama mau liat sertifikat vaksin juga harus ngisi data dll padahl di versi sebelumnya udah ngisi pas awal daftar aplikasi pemerintah emg ga ada yg bener"
RQ Muadz Bin Jabal RA,1,2022-09-13 21:23:30,"Aplikasi nya knapa ga bisa masuk akun ya, padahal sdah masukkan email...??"
ana maria,1,2022-09-13 21:11:08,"Buruk waktu mau cek d aplikasi ternyata TDK bs trs uninstall dan update kemudian coba masuk sesuai petunjuk ternyata TDK bisa jwb terjadi kesalahan pdhl no dan email sdh sesuai TDK berubah, bnr2 aplikasi buruk sekali"
hestiseptin,1,2022-09-13 21:03:46,"Mau login ga ada pergerakan sama sekali, udah klik pake nomor telpon, pakai email, tetep aja di halaman menu utama login. Memori juga mash longgar banget wkwkwk"
Ari Primaiko Putra,2,2022-09-13 18:55:08,"Mohon izin kepada pemilik atau pengelola aplikasi peduliLindungi...mohon di perbaiki lagi aplikasi nya ,masa saya mau masuk ke peduliLindungi selalu ada tulisan (terjadi kesalahan terus) . Tolong ya perbaiki lagi... terima kasih semoga langsung di respon untuk perbaikan nya"
Yuana Prastha,1,2022-09-13 18:07:54,"Aplikasi setelah di update tidak bisa login, padahal telah punya akun, diminta no telfon atau email tetap tidak bisa masuk, sewaktu mau login, ada kode OTP, kode OTP mau dimasukkan kemana? Kode OTP mau dimasukkan kemana, tidak ada tempatnya, aplikasi tidak jelas."
rickyumart 21,1,2022-09-13 16:36:12,"Saya perbaharui aplikasinya tpi semua riwayat vaksin saya mulai 1 sampai 3 hilang, jadi sy bingun sndri apakah hp sy yg rusak atau aplikasinya sedang bermasalah"
Stefanus Soedira,1,2022-09-13 12:40:42,Aplikasinya jelek sekali nga update... Sy sdh booster tp statusnya masih kuning. Aplikasi yg sangat tidak berguna. Pemerintah buang2 anggaran saja ntk membuat aplikasi ini
kus yono,3,2022-09-13 06:52:10,Cetak kartu vaksin tetap tidak bisa.... padahal tgl vaksin sama vaksinasinya benar... kenapa ya... update yang baru tetap
Aqilla Salsabilla,1,2022-09-13 04:20:43,"Kok aku gak bisa2 ya masuk .. pas masuk selalu ada pemberitahuan buat login ulang pas login ulang udah masuk begitu lagi ada pemberitahuan lagi .. ini kenapa si jadi bingung , ga bisa dipake jadinya"
andiyusuf ibrahim,1,2022-09-13 03:07:40,"Aplikasi apa ini sudah daftar login masuk selalu ada pemberitahuan sesi anda telah habis mohon login ulang terus menerus padahal mau lihat hasil vaksinasi dosis ke-2 tapi tidak bisa terbuka, Buruk!"
Shinchan Shinchan,1,2022-09-12 17:29:20,"Kenapa setelah daftar, dan pas login keluar notif ""sesi habis, silakan login kembali"" . Dan pada saat coba untuk login ulang lagi, tetap keluar notif itu lagi . Minta solusi nya dong"
Maftuha Robia,1,2022-09-12 15:53:50,"Padahal udah daftar, udh tinggal pakai tapi pemberitahuan di halaman awal selalu ""sesi anda telah habis, silahkan melakukan log in ulang"" kenapa ya? Tolong segera diperbaiki!!"
Kentang Setya (kentang),1,2022-09-12 15:36:58,ini kenapa sesi anda telah habis terus sih gajelas logind berkali kali sama aja tetep sesi anda telah habis silahkan logind ulang
Iqbal Syam,1,2022-09-12 15:16:30,"Benerin dl kekurangannya baru sy kasi 5 bintang,,, tiap cek sertifikat selalu stack layar putih..."
Yuliani Me,1,2022-09-12 14:49:26,Gimana mau ngecek klw setiap masuk login terus. Waktunya cuma 2menit aj. Tolonglah selagi di butuhkan sangat tidak bisa di gunakan
Fitri Setiawan,3,2022-09-12 14:15:48,"Kenapa waktu login selalu muncul tulisan sesi anda telah habis silahkan login ulang, setiap diulang login pasti muncul begitu terus ?tolong solusinya !"
Nazril Hermawan,1,2022-09-12 14:10:55,"Abis download, daftar selalu ada info sesi login habis, silakan login ulang. Setiap abis coba ulang selalu ada info yg sama. Coba smp lbh dr 10x, diinfokan sulakan coba 3 jam lg. Ga ada aplikasi yg lbh simple & lbh baik dr ini ya? Kok jd nyusahin yaa.."
Dafid mangengke Dafid mangengke,1,2022-09-12 14:08:45,Sudah bagus aplikasi nya tapi kalau di daftar nggak bisa klaim apalagi tgl lahir klw di cari lama banget..mohon dibuat perubahannya.
Irena .J,2,2022-09-12 13:32:08,"ini kenapa ya,udh di daftar tp gk bisa log in,sllu muncul sesi anda telah berakhir,log in ulang,udah log tetap mncul kata2 itu,udh di hapus unduh lg tetap gk bisa,jd gmna ini"
runesun channel,1,2022-09-12 13:16:23,"aplikasi kont.. bikin emosi,masa tiap login waktu sesi habis. suruh login ulang kyk gitu lg keluarnya. klo ga niat bikin aplikasi gosah bikin"
Sumaryati Madfuri,1,2022-09-12 12:58:09,"Sesaat setelah berhasil login selalu muncul pesan ""pemberitahuan sesi anda telah habis mohon login ulang"". Jadi ini aplikasi belum difungsikan sudah tidak berfungsi karena sesi selalu habis bahkan sesaat setelah login.... Piye to min dev?? mohon dibantu..."
Triyono 83,1,2022-09-12 12:50:00,Sementara 1 aja karna saya belum bisa buka aplikasinya...tiap q buka slalu memasukan kode pin baru g bisa langsg buka terus belum bisa masuk
Krisna Ramadhan,5,2022-09-12 12:38:45,Kok setiap saya sudah login harus login balik lagi terus di situ tulisan nya sesianda habis silahkan login kembali sampe bikin duakali saya pake email sama pake nomor tolong gimana solusinya ya
wiwi nidiyanti,1,2022-09-12 11:50:37,"Tiap login ada tulisan sesi habis, harap login kembali. Sudah login ulang pun tetap begitu, harus bagaimana ya."
Danang WeWe,1,2022-09-12 11:30:11,"Aplikasi gak bisa di buka , ada tulisan sesi anda telah habis silakan coba lagi terus"
Didik kurniawan223,1,2022-09-12 11:17:35,"Dulu pas cek seetifikat muncul, sekarang malah ndak ada, dalam keterangan tidak punya sertifikat vaksin. Bagaiamana saya mau cetak sertifikat kalau sperti ini, please tolong perbaiki data²nya, kamu rakyat susah harus selalu ribet ngurus administrasi."
Desi Angelia,4,2022-09-12 11:10:39,"""Pemberitahuan Sesi anda telah habis, mohon login ulang"" Maaf itu kenapa ya ? 3 kali login ttep ada tulisan kaya itu Di update juga udah, Tolong ini knp ya ??🙏🙏"
mardaif jakarta,2,2022-09-12 11:10:31,"Ko kaga bisa masuk yah , slalu ada tulisan "" sesi anda telah habis tolong login ulang"" saya udah login beberapa kali bahkan daftar lgi,uninstal dan instal lgi, sudah beberapa kali, tpi ko tetep sama aja yah... Knpa yah??"
beby hans,1,2022-09-12 11:07:03,"saya mau perjalan pesawat.. trs harus pakai aplikasi ini... sudah daftar dan semua ter isi dg benar... tapi sayang gak bisa log in... tertulis sesi habis... ada solusi gak.. kalau gak ada solusi, mending gak usah bikin aplikasi seperti ini..."
Fare Neni,1,2022-09-12 11:02:31,Aplikasi bermasalah. Hari ini saya install saya lengkapi isian dll kemudian login berhasil Baru 2 detik berhasil login langsung muncul popup session anda sudah habis silahkan login ulang. Mutar2 terus kayak gitu. Mohon di atasi dan solusi terbaiknya terima kasih
Debi Ilona bana,3,2022-09-12 09:36:30,"Saya mau tambahkan anggota (mama) di aplikasi peduli lindungi tapi tetap tidak bisa katanya data tidak sesuai padahal datanya sudah benar, tapi kenapa saya tambahkan kedua adik saya bisa kok ditambahkan. Mohon diperhatikan"
hxhhx zhzhzhz,1,2022-09-12 09:17:23,gajelas tiap login sesi ada selalu habis di suruh login ulang mulu... gw udah login ulang mulu woi berkali-kali..lebih dari berskala yg kalian suruh
Indra Saputra,1,2022-09-12 09:15:58,"Stuck di sesi anda telah berakhir terus kenapa bgitu, butuh banget nih surat vaksinnya untuk kerja tolong secepatnya, soalnya tanggal 19 sudah mau kerjaa, sudah di hapus 2 kali dan download lagi tetap aja sesi anda telah berakhir, tolong responnya"
Dar Iyati,1,2022-09-12 08:50:18,"Aplikasi apa ini bolak balik masuk keluar sendiri tulisannya sesi telah habis, tolong diperbaiki. Menyusahkan sekali kalau mau kemana mana sulit"
Firman Syah,1,2022-09-12 08:47:39,"Mengapa aplikasi peduli lindungi login selalu muncul sesi anda telah habis, 2 kali saya hapus download lagi peduli lindungi, 20 kli coba tetap sesi anda telah habis padahal baru login"
Mitsuha Channel,1,2022-09-12 07:49:41,"Bang ini kenapa nggak bisa masuk ke menunya ya abis registrasi pas mau masuk ke menu selalu ada tulisan ""sesi anda telah selesai"" mohon petunjuknya"
Rosyid 23,1,2022-09-12 07:41:30,"Tolong di perbaiki, saya sudah berulang kali mencoba login, tapi tetap tidak bisa / Sesi habis dan di minta ulang login lagi"
Bastianus Eldi,1,2022-09-12 07:37:09,"Klo sudah log in......ad tulisan sesi anda telah habis,silahkan log in ulang"
SOEMARTO GKYK,1,2022-09-12 06:08:50,"Aplikasi yang sangat buruk, baru masuk dan belum ngapa-ngapain udah ada pemberitahuan sesi anda telah habis, mohon login ulang."
Yuda Damanik,1,2022-09-12 04:06:11,"Masa tidak bisa login, setiap mau login muncul ""sesi anda telah berakhir"""
hana safitri,1,2022-09-12 03:07:27,"mau Masuk ke aplikasi kok nggk bisa"" ya Pdhal udh masuk lngsung di suruh daftar ulng trus gk bisa ngescane jdinya Akhirnya di uninstal aja"
Pretty Mercury,1,2022-09-12 02:26:31,Ini kok habis daftar mau masuk kok keluar lagi. Katanya sesi sudah habis.. Tolong di perbaiki kak
Gampang Nugroho,2,2022-09-12 02:14:27,"Tidak bisa log in dikarenakan kehabisan waktu,, berulang kali otp selalu kehabisan waktu terus.. Mohon diperbaiki aplikasinya dikarenakan kalau tidak ada aplikasi ini saya tidak bisa berpergian naik kapal atau pesawat.. Mohon kerja samanya.. Terimakasih"
Pengguna Google,1,2022-09-12 01:39:05,"Ini kenapa ya,setiap mau masuk waktu sesi anda sudah habis,bahkan sudah menunggu agak lama namun belum juga masuk masuk,ini yang bermasalah hp saya atau aplikasinya"
Dani Ode,1,2022-09-11 23:36:08,"Aplikasinya tolong di perbaiki lagi, ketika sdh log in ada pemberitahuan Sesi anda telah habis .."
Natasya Nikijuluw,3,2022-09-11 18:14:26,"Jarang dibuka apk nya tiba tiba pas buka ke log out sendiri, terus nyoba masuk lagi tulisan nya sesi sudah habis. Begitu terus."
Dinna Putri,1,2022-09-11 13:57:57,"Gabisa login, sesi habis terus gimana ini? Udah coba uninstall dan install lagi ttep aja gabisa login."
bambang aray,4,2022-09-11 11:30:13,"bagus, bisa digunakan dgn mudah pada saat perjalanan jauh, masuk mol, kereta dg check in"
Andreas Juna Prasetya,5,2022-09-11 11:01:55,Untuk saat ini aplikasi sudah bagus dan respon nya sangat cepat.Pas cek Sertifikat Vaksin lancar Jaya Raya dan Sentosa hehe..
Gustaanggi Mahardhika,1,2022-09-11 09:01:01,"Sangat buruk, untuk membuka sertifikat vaksin saja sangat lama, kukira hp saya yg tidak bisa ternyata aplikasi nya, saya udah nyoba ke 2 hp ternyata sama saja."
Afriani Dwi wahyuni,1,2022-09-11 08:49:42,Setelah diperbaharui aplikasi peduli lindungi mau login lagi susah kode otp nya ga muncul2
Marwati Basirun,1,2022-09-11 06:22:26,"Waktu login sidah habis, lah jadi login berkali2 tapi gak bisa jugaa"
caterine,1,2022-09-11 02:52:25,"ini gimana saya mau buka sertif vaksin white screen mulu ga ke load load padahal udah update segala macem, mana lagi dibutuhin buru buru malah ada aja tingkahnya aplikasi"
Eyma Emiera,5,2022-09-11 01:21:11,Sangat bagus ada aplikasi peduli lindungi sangat bermanfaat di segala urusan yang menyangkut orang yg suka perjalanan. Jadi praktis. 🥰🥰🥰
Walid annas,2,2022-09-11 00:49:09,Apk apaan sekalinya login malah muncul waktu habis dan ngga bisa di gunakan
M Ade Faozan Aziz,1,2022-09-10 14:47:40,"Aplikasi goblog kenapa mesti menggunakan koneksi internet yang bagus biar bisa dibuka, ngga mikir apa gimana ngga semua orang hidup di kota yang jelas2 jaringannya bagus"
Harry Eka Ardiansyah,5,2022-09-10 08:53:36,"Min, tambahin fitur widget, biar kalo mau scan barcode tinggal klik widget pedulilindungi jadi gak ribet buka apk dlu."
lydia nurkumalawati,5,2022-09-10 08:00:45,"Sudah sangat bagus, tapi tolong dikurangi pembaruan karena cukup menyulitkan saat barcode (harus update dulu sedangkan ingin cepat masuk tempat)"
Kafiyatul Lazahra,1,2022-09-10 07:27:07,"Makin di update bukannya tambah baik, malah jelek dan tambah lemot kalo di buka aplikasinya"
Oly D Nugroho,1,2022-09-10 04:30:26,"Sekarang mau tidak mau harus instal aplikasi ini, dulu bisa scan lewat aplikasi gojek, grab, mytelkomsel. Sekarang tidak bisa, harus download dan instal aplikasi ini. Semoga tidak menambah berat hp dengan ram kecil"
Ariyani Widianingsih,4,2022-09-10 02:49:44,"Tiket vaksin tidak keluar keluar, padahal sudah hampir 8 bulan dari booster pertama. Saya jadi menyia-nyiakan kuota vaksin yang sudah di dapat... Daftar nya tuh susah Lo pak. Rebutan, siapa cepat dia dapat. Mana udh ngantri lama banget lagi"
Tri Susanti,2,2022-09-09 20:41:02,"Maaf ya,,, Kenapa aplikasi saya tidak bisa buat scan,, selalau gagal,, karena ini buat absensi,, tolong di perbaiki dong,,,"
Asep Maulana,1,2022-09-09 16:25:39,"Aplikasi nya parah, masa gk bisa scen barcode, setiap scen barcode anda masih chek in di tempat ini, sedangkan gak ada tulisan chek out nya"
Gus Rinaldi,1,2022-09-09 15:14:03,"Aplikasi terburuk ,sistem nya amburadul,,sudah satu bulan faksin sertifikat tidak keluar.tiap hari di tanyakan bilangnya di tangani tim terkait,sudah 1 bulan lebih tangani apa nya"
Yo Loo,1,2022-09-09 11:14:38,Sertifikat dan tiket vaksin yg didownload tidak muncul di file hp. Tolong diperbaiki!!!
Bintang Indrawan,1,2022-09-09 10:52:36,"Terlalu sering pembaruan, membuat penyimpanan penuh tolong dikoreksi"
BUCU STORE,5,2022-09-09 09:20:52,Aplikasi sudah oke ' cuman kalau pemilihan fasker terdekat langsung bisa di klik dan langsung ke maps tujuan ' tanpa harus ngetik lagi di maps
movie men,2,2022-09-09 04:25:30,Tolonglah di perbaiki. Sulit Sekali mau ketik tanggal lahir ketika klaim sertifikat Vaksin. Tidak bisa di ketik manual harus pilih kalender. .buruk
Sora Sky,1,2022-09-09 03:19:15,Ini tolong dong betulin aplikasinya. Masa udah berkali2 kirim OTP datangnya telat pas waktunya habis. Pas muncul dan diinput gak bisa log in. Tolong diadakan pemeliharaan berkala. Sekarang susah banget untuk masuk ke aplikasi ini.
ade suhendar,1,2022-09-09 01:13:18,"Makin kesini makin ngasal. Aplikasinya minta update trus, Giliran di update malah gak bisa dibuka. Mempersulit saya yg harus mobile."
Didik Noerhadi,3,2022-09-08 15:44:01,"Sering pembaruan, klo tdk diperbarui gk bisa di buka sangat kecewa"
Nining Kurniasih,1,2022-09-08 13:35:25,"Kenapa jadi error dan susah buat log in, mudah yg aplikasi pedulilindungi pertama kali, sekarang jd tambah ribet buat klaim sertifikat"
