"","klasifikasi","score","text"
"606","Negatif",-1,"aplikasimu jelekk x sertifikat vaksin  loding trus gk  tolong diperbaiki  yg salah   upgrade  x  install  x ttp gk  sertifikatnya  barcodenya  habis data  install berulang ttp gitu trus"
"607","Positif",2,"stelah diperbaharui  tdk   sertifikat vaksinnya    dibutuhkan"
"608","Negatif",-2,"  update  ga  buka sertifikat vaksinhari   update yg  kali  msh blm   buka sertifikat vaksin nyapas  klik layar putih doang  sinyal kuat"
"609","Positif",2," cek sertifikat vaksin    muncul layar putih aja menit  tunggu  layar hp  matipdhl jaringan lancar aja kbs tolong  perbaki yahsoal nya   keperluan mendadak  dsuruh tunggu smapai  buktinyasaya tolong   perbaiki aplikasinya  update  jdi gini aplikasinya kemaren aman aja klo cek sertifikat vaksin"
"610","Positif",1," aplikasi pas  cari lokasi vaksin terdekat tersedia     lokasi puskesmas    vaksinasinya    vaksin tersedia gimana sih orangorang  nunggu      vaksin masal"
"611","Positif",1," update  buruk masuk  ngecek sertivikat  login      aplikasi yg   masuk   tolong  perbaiki  sistem nya terimakasih"
"612","Positif",2,"tiket  sertifikat vaksin booster   muncul diapk  coba akses via web pedulilingdungi    coba chat cs kemenkes ri  wa   suruh update apk  langsung  sesi    pakai  terbaru cs yg namanya nabela   ramah   membantu"
"613","Positif",1," lumayan bagus si  masak  nulis tanggal      ketik ketik mundur   berkali kali    sistem   prakstis mestinya tinggal hapus    ketik     tulis coba  perbaiki  team it nya"
"614","Negatif",-2,"lucu emang aplikasinya gw pengen cek sertifikat ga  blank putih ga muncul muncul udah gw tunggu menitan udah gw apus data ga  "
"615","Positif",1," aplikasi  mudah mudahan   acara ivent otomotif terbesar  indonesia "
"616","Positif",3," senang dgn aplikasi  krn membantu data  informasi ttg covid  harap pemerintah  melindungi    warganegara ttg perlindungan data  warga negaranya sbg jaminan keamanan data pribadi keluarganya terima kasih "
"617","Negatif",-1," scan cek in  cek out susah   ga  gunanya fitur cek in cek out"
"618","Negatif",-1,"   banget  ya  sertifikat    munculnya  sertifikat      sertifikat   pertamanya gk muncul trus barusan  update apknya   muncul sertifikat  doang sertifikat  kagak  apk    sekelas pemerintah loh   banget  benerin lahh mohon maaf   lancang   menyerang ya  berpendapat"
"619","Positif",1,"    aplikasi peduli lindungi   syarat masuk kantor    daftar   masuknya gagal "
"620","Negatif",-1,"  cek vaksin aplikasi blank putih  hapus data aplikasi  install ulang aplikasi   "
"621","Netral",0," cek sertifikat vaksin booster    buka  muncul warna putih tolong aplikasinya  perbaiki  "
"622","Negatif",-2,"bagus cuman sayang ga  polih   tanggal lahir   klik  kali biar  langsung biar ga ribet"
"623","Negatif",-2," sih pas pengen login    aja    pengen masukin kode   kirim  whatsapp  gmail  sms bilangnya username is not allowed to be empty giliran make gmail   nge masukin kodenya   rubah  masukin kode  whatsappsms tolong yah diperbaikin  pengen ngambil data vaksin   izin kuliah    liat bug  ga  perbaiki    udah  bugnya"
"624","Negatif",-1," berfungsi  hp     mengakodasi  hp milik manula"
"625","Positif",1,"aplikasi  mudah   update     respon aplikasi   cepat  "
"626","Netral",0," sih enak  membantu    gak  ya muncul layar putih total  gak seputih kulit  sih mohon perbaiki"
"627","Netral",0,"  daftar vaksinasi non indonesia  kartu verifikasi vaksinasi   dosis   kartu verifikasi dosis     vaksin booster terkendala    masukan data    tolong penjelasannya"
"628","Positif",2,"aplikasi nya bagus pas udah update terbaru  ngga  check in  lokasi"
"629","Negatif",-1,"utk jaringan yg  bagusseperti  daerah terkadang lambat  buka aplikasi peduli lindungi"
"630","Positif",1,"  daftar aplikasi    sesuaikan nama  nik   sesuai   lihat sertifikat   "
"631","Netral",0,"aplikasi  ok mohon untk vaksin satuduadan    tampilakn  menu utama  barcod  warna yg berbeda"
"632","Positif",2,"aplikasi g jelasbeda program g  nerima  suntik vaksin kali eh  g   gak   bikin   dilapangan g sinkron udh gitu klo  komplain   bantuan jg g  yg   ngaduemang aplikasi n program  g "
"633","Negatif",-2," apk wajib   perjalanan  tolong  jgn  pembaruan  hp kentang ni susah  updatenya jd ribet klo  jalan  scan tbtb  update  aduhh kasihaninlah"
"634","Negatif",-2,"aplikasi nya lengkap dn mwu mnghapus data sertifikat  terhapus    nya sertifikat    dosis  gak   hapus gimana  nya mohon info nya ya"
"635","Negatif",-6,"orang udh vaksin sertifikat nya ga muncul muncul   susah gini  kerjaan udh   mata   suruh booster  udh booster karna vaksin  sertifikat nya ga muncul  ga  booster "
"636","Positif",1,"masak  abgred   sulit  masukan sertifikatbukan mempermudahribet   pesawat  cek sertivikat  suruh abgred untung  kirim via wa sertifikat  rumahapa nie aplikasi"
"637","Positif",1,"aneh banget   udah vaksin dosis   sertifikat vaksin yg    gak muncul udah ditungguin berbulanbulan   aja minus"
"638","Netral",0," mesti loading  mesti  do  udah vaksin tpi tetep yg masuk  apk   tolong perbaiki   suntik  menyakitkan  membebani rakyat  "
"639","Negatif",-1,"aplikasi  terkesan memaksakan penggunanya   update kalo   update aplikasi   "
"640","Negatif",-2,"ga   buka sertifikasi vaksin nya menu menu nya ga    payah sekelas negara indonesia bikin aplikasi gini aja ga becus"
"641","Positif",2,"aplikasi   mohon jgn dibikin susah pemakainya   dibukanya  mengecek sertifikat vaksin covid tolong dibikin simpel aja  membukanya salam sehat  alhamdulillah  aplikasi  sdh   normalkan  terima kasih"
"642","Negatif",-1,"  aplikasi ga  jalanheran    buru buru masuk pagi  gagal in muluterkadang kesel  kalo    suruh perbaharui loadingnya lamaaaaharus sabar emang"
"643","Positif",1,"aplikasi lelet  check in  susah  perbaiki  gimana bikin repot  buang  aja bintang aja dah "
"644","Negatif",-4," diupdate udah selesai  loading  ga  lihat akun payah   apk ga   unduh sertifikat loading  kali sekalinya   unduh ga masuk d galeri bangke emang apk basi"
"645","Netral",0," daftar  aplikasi gak   data    hadeeeeh"
"646","Netral",0,"daftar masuk verifikasi  kodenya gak muncul ampe  kali   peringatan  verifikasi kali  gak  verifikasi  muncul emng gak becus nih apk"
"647","Negatif",-2,"   aplikasinya bermasalah  aman aja skrng    sndri trs  login  kalo sesi nya habis ga  scan barkot  checkin gagal sampe udah  uninstal berkali  tetep  penyakitnya "
"648","Negatif",-4,"maksa update  dibilang  ga  sertifikat vaksindisuruh isi data detail  vaksinkan nyusahin namanyaawas aja   mengganggu aktifitasbisa ribut  petugas yg mempersulit  aplikasi  nyusahin"
"649","Negatif",-2,"tolong diperbaiki    mengganggu  aktifitas   checkin peduli lindungi    checkout  pas  scan barcodenya  muncul tulisan   check in "
"650","Netral",0,"  pedulilindungi   bs    hr msk kerja wajib pakai aplikasi pedulilindungi tp force close trus hr login berulangulang"
"651","Negatif",-1,"apasih udh  perbaruhi jg pas masuk  sesi habis trus sampe kali tolong ya perbaiki udh mah  butuh  bukti dirmh sakit  aplikasinya ga     perbaruhi  gajelas aplikasinya"
"652","Netral",0," login   kesalahan  yapadahal nomor hp  email nya cocok tolong  berguna dikitsertifikatnya    aplikasinya kayak gini"
"653","Netral",0,"  perbaruii akun   logout    login malahh sulitt  nomor hp  email   terdaftarr "
"654","Negatif",-6," kali  login  tulisanya  habis silahkan login isi ulang applikaainya ribet ya  login  kode nomor     dev minggu    brngkat nnti gara app   bermasalah   bandara gk  login"
"655","Netral",0,"kalo   bintang gw kasih bintang  apk terjelek yg  dongwload  jga  terpaksa  trsan muncul pemberitahuan sesi   abis mohon login ulang kaya woii  apk pemerintah jelek bangett najiss pgn  uninstall  butuh"
"656","Netral",0,"   yaa    update sesi  mulu ngulang  dr "
"657","Negatif",-1,"server aplikasi  jelek pas  login loading   jaringan  buka aplikasi  lancar aja mohon diperbaiki   pemilihan tanggal lahir   diketik   butuh  yg    menggeser   persatu  tahunnya"
"658","Netral",0," nya gpp apk nya   masuk hbs gmna  min   log in   mu log in susah bgt  tolong  perbaiki "
"659","Negatif",-1," update tdk  log inakhirnya uninstall install ulang  ga bisatolong diperbaiki lg"
"660","Positif",3,"  daftar  hp yg   ganti hp   gk  kebuka keterangannya nomor tdk terdaftar  daftar  tdk berhasil kayaknya lbih enak pakai no nik deh masuknya  pakai no hp kasihan  yg   hp  cek  anaknya  gmn"
"661","Netral",0,"mohon maaf  login  mengambil sertifikat vaksin  jaringan  stabil   susah login  aplikasi   gak  login  aplikasi    website pedulilindungi mohon  perbaiki sistemnya       ngambil sertifikat vaksinnya"
"662","Netral",0,"server benerin  suruh login ulang mulu ga tinggal masuk aja   kudu make jaringan kenceng biar  masuk ga ngangkat jaringan nya  masuk nih aplikasi aneh dah"
"663","Positif",1,"     coba masuk berulang kali  engga    login  habis  coba  buka  webnya    maunya gimana  aplikasi"
"664","Negatif",-2,"  update   tulisan sesi pemberitahuan   mohon login ulang tolong dibenahi kak"
"665","Netral",0,"aplikasi nya   sinyal bagus login susah  udah login   suruh login "
"666","Negatif",-1,"aplikasi   merepotkan  login  hp     kesalahan   tiada sinyallah  sinyalnya  bermasalah"
"667","Negatif",-2,"udah  perbahrui ko  suruh login ulang  ga  masuk  ngecek status vaksin  ngecek  pedulilindungiid  ga  eror aduh  "
"668","Netral",0," bagus kalo  orang yg gk  smartphone trus  tolong  cekkan niknya  muncul sdh vaksi tp  kesini  gk   pakai klo gk error  log in nya   abis   kemenu  "
"669","Netral",0,"aplikasi dibiayai pake anggaran negara  gak maksimal suka error force close  data gak sinkron mohon  aplikator  menyempurnalkanya  "
"670","Positif",2,"  sih diperbarui masuk  apk pedulilindungi  out  didaftar ulang mlah  kesalahan  udh  loh sy masukkan sesuai syarat  skrg gak  masuk"
"671","Negatif",-4,"aplikasi bobrok habis update  ga  scan ketinggalan kereta"
"672","Negatif",-3,"kirain  doang yg ga  login  sih sesi     coba login pagi   pas buka aplikasi sorenya ga   udah pake indihum tsel im ga   hapus aja  "
"673","Netral",0,"kalo   bilang bagus   hoaks gua masuk aja gak  gagal  aneh app spam doang"
"674","Negatif",-1,"  diperbarui  gak  dibuka   instal ulang  gak  mohon bantuannya"
"675","Positif",1," apk bikin emosi susah banget  ngaksesnya buka apknya   udah pakai wifi  kuota  "
"676","Negatif",-1,"jgn bikin ribet data   isi semuah  gak  masuk berulang  isi format gak "
"677","Negatif",-3,"aplikasi sampah keterangannya time out   close  giliran  masuk gak  sialan maunya  si nih aplikasi sampah sampah"
"678","Negatif",-2,"developer benerin bug nya sesi habis mulu langsung  akun  trss login  kesalahan kesalahn sinyal bagus main game online lancar  iya login doang gak "
"679","Positif",1," aplikasi   eror  ojek onlinemasa akun tibatiba     masuk  gak  tolong  diperbaikigimana   ambil order kalo apliksi eror"
"680","Negatif",-3,"tibatiba muncul pesan sesi  habis silahkan untul login   login masuk nomor hape yg terdaftar muncul notif  kesalahan  coba  tibatiba nomor hape  ditemui coba pake email     kesalahan coba  kecewa  apk pedulilindungi"
"681","Negatif",-1,"aplikasi   dibuka    berbeda sertifikat vaksin   dibuka status vaksinansi    dibuka mohon perbaiki "
"682","Negatif",-2," nih   masyarakat malas  scane aplikasi  eror susah  loging  sebagainyaorang d suruh pakek pedulilindungi  masuk mall dll  sistemnya amburadul"
"683","Negatif",-2,"koneksi  aplikasi lambat  pengiriman kode otp  terlambat"
"684","Negatif",-2,"aplikasi eror   login ulang mulu  udah login kali  ajh  login ulang tolong deh  perbaiki  nih gimana     ribet kalo  masuk perusahaan  scan barcode"
"685","Negatif",-1,"anehh   login   pemberitahuan sesi      login ulang  aplikasinya  diperbaiki"
"686","Positif",1,"aplikasi oblok  dperbarui eh dah dperbarui   log in trus eror  masuk pas dah masuk   hbis suruh log in ulang gmna sih  "
"687","Negatif",-1,"pemberitahuan sesi   habis mohon  login ulang udah  coba x  aja nongolnya kaya gitu mulu betapa indahnya"
"688","Negatif",-1,"aplikasinya ga jelasdikit  pembaruan   lambat responnya"
"689","Netral",0," error trus sih aplikasinya   ngklaim sertifikat vaksin   keluarkan  aplikasinya tolong "
"690","Netral",0,"abis update  eror checkout ilang  gak  scan   nyangkut d  sebelumny payah"
"691","Netral",0,"gmn ni bosmau bukapeduli lindungisuruh perbaharui  d perbaharui errorsertifikat  g ad riwayat perjalanan jg g ad"
"692","Negatif",-1,"susah  login gabisa   dr ponsel  laptop   gabisa kalo eror   "
"693","Positif",1,"sehabis update tdk bs dbuka  kesalahanknp ya bs dbantu  login  no tlpn tdk bsbgitu lun jg  email  bs"
"694","Netral",0,"peningkata   habis  update gak   buka cuman mutar tolong   perhatikan aplikasinya karna  wajibkan   "
"695","Negatif",-2,"aplikasi sampahhabis  update  gak  login hai developer   menyusahkan orang  bekerjaweb pedulilindungiid  susah diakses"
"696","Positif",1,"  update  ngaco  bgt loading nya   akses  pilihan"
"697","Negatif",-2,"sehabis login barcode sesi    trus log out  login    coba  aplikasi bobrokaplikasi menyusahkan orang"
"698","Positif",1,"  update  masuk aplikasinya  banget    selesai loading  gateaway tolong   persulit  login"
"699","Netral",0,"setangak   buka aplikasinyabanyak kali kendalaperaturan yg  akses  itulahaplikasinya gak   buka"
"700","Positif",1," apk      sy barusana update  masuk  masuk   langsung  peringatan     menghabiskan sesi  silahkan utk  login   sy login  gak  sampe puluhan kali sy mencobanya   tdk "
"701","Positif",1,"tolong appnya  perbaiki kadang   buka kadang nggak klo pas  perluin gimana jgn bikin kecewa masyarakatudah   bikin ribet pake aplikasi trus bikin aplikasi nya gk bener"
"702","Negatif",-4,"tolong  perbaiki    cek vaksin   loading  gagal endingnya suruh login ulang pas login ulang  gagal   update kemarin   aja error trus"
"703","Negatif",-1,"  dunlud launching aplikasi   berjalan bagus  gak buka aplikasi lag muncul layar hitam aja  tulisan bekerjasama denganpayah  sinyal internet full"
"704","Negatif",-1,"habis  update  ga  login tolong   apk yg bener dikit"
"705","Negatif",-3,"aplikasi gublok login gak  bangsad aplikasi lemot berat gak  logindata sunda full aplikasinya tolol"
"706","Negatif",-2,"aplikasi sampah    login aja kgk  uninstal apk sampah"
"707","Netral",0,"tibatiba  logout  ngga  login  emailno hp  bener "
"708","Positif",3," graphic udah bagus kontrol  bagus  kedepannya   mudah pengoperasian overall udah sempurna"
"709","Negatif",-1,"apk nya error  login gk   tolong min  perbaiki  erroran nya  gagal training gara gk  buka sertifikat vaksin  tolong  perbaiki "
"710","Negatif",-3,"gak   ni aplikasi  log in aja ga   loading mulubisa gak sih ga  nyusahin orang buang buang  aja"
"711","Netral",0," update   mudah     pakai  scan barcode"
"712","Negatif",-2," uninstall aplikasinya  gak  scan qr code  diinstal ulang   login dialihkan login  website     kecewa  aplikasi "
"713","Positif",1,"aplikasi lemot banget  bagus versi yg       update versi nya"
"714","Netral",0," app d update   bsa dbuka pakai jaringan selular  wifi ttp   bsa cek sertifikat vaksin tolong respon makasih"
"715","Netral",0," ditikatkan   chek in  buka app pedulilindungi lelet nya mintak ampun jaringan seluler bagus tpi  app pedulilindungi sistem eror  "
"716","Negatif",-4,"cacat loding   pakai wifi  data  eror  vaksin   tulisannya vaksin    perbaruhi trus  sistem bobrok   mudah  hack  orang asing sistem softwarenya"
"717","Negatif",-2,"parah kacau masuknya  loading mulu butuh internet kenceng bikin orang numpuk  cuman gara gara loading"
"718","Netral",0,"    membantu  yg  bepergian  daerah pokoknya good"
"719","Negatif",-2,"alah ga beres ni aplikasi  log out  pas  login  muncul  kesalahan kaya taik emang benerin "
"720","Positif",1," login     jaringan bagus wifi  lancar"
"721","Negatif",-1,"perbaruan   gabisa check in liat sertifikat vaksin   susah mohon  fix"
"722","Negatif",-1," abis diperbaharui aplikasi berhenti mulu coba uninstal ulang  data belom terdaftar konyol"
"723","Netral",0," bugnya coy  gabisa lihat riwayat vaksin status vaksin sertifikat yaudah  aja gabisa "
"724","Netral",0," halaman hilang  yg  ban hijau  gambar sert vaccin yg  buah hilang   pakai  "
"725","Netral",0,"  ramah aplikasinya  update    akses bug "
"726","Netral",0,"    login   perbaharui aplikasi nyapadaham email  "
"727","Netral",0,"   check in  scan barcode tertulis   checkin      beranda   keterangan nama    pilihan check out scan barcode check out    mohon  perbaiki mempersulit urusan pekerjaan "
"728","Netral",0,"  vaksin trlalu maksa sebentar hrs  perbarui aplikasinya tdk  perbarui ga   buka trpaksa  tdk  instal ulang"
"729","Netral",0,"haloo peduli lindungi   yaa sertifikatnya  unduh tp g masuk galerii kanapa yaa habis  upgrade  jdi g karuan ginii"
"730","Negatif",-3," cek sertifikat knpa ngga muncul ya yg muncul  layar putih kosong ngga  tulisan apapun"
"731","Negatif",-3,"susah nih apk nya  lihat sertifikat vaksin aja gak bisadi klik sertifikat vaksin   muncul warna putih semuapadahal sinyal lancar pake wifijadi bingung   hasil nya   download  gak muncul hasil sertifikasinyatolong  perbaiki"
"732","Negatif",-3," aplikasi lokasi  vaksin pas    ga  tolong  stok vaksin   diperbarui  biar  yg dateng  ga kecewa"
"733","Positif",1,"      hp  tipe hp versi   mendukung   instal aplikasi peduli lindungi     instal   hilang     instal   tulisan perangkat  mendukung"
"734","Positif",1,"gak  masuk   publik tetep disuruh scan  gak   info hasil  aplikasi "
"735","Netral",0,"kaga  dibukaalesannya jaringan koneksi  tersediat   buka aplikasi   internet lancar"
"736","Negatif",-1,"sumpah aplikasi  knpa sih  dibutuhin  nge freeze gak  login sinyal bagus dipake aplikasi   jalan  tpi dipake  aplikasi   gak  login males klo sistem nya kek gini gak  dijadiin kewajiban   ngerugiin org aja"
"737","Positif",2,"hoi klao bikin aplikasi tu yg  yaini bikin aplikasi   bukak gak bisayg  donk jgn kayak taik buruk banget aplikasi "
"738","Positif",2,"kak addmin  applikasi   kemajuan     certifikat vaksin     praktis  cetak certifikat vaksin  applikasi  lancar   gak pakai lemotsering pembaruan  rijecktidak   buka or keselot"
"739","Negatif",-1,"aplikasi lemot gak  kebuka   mempersulit aktivitas"
"740","Positif",1,"tolong  perbaiki secepat nya karna  masuk fasilitas   pakai apk peduli lindungi    scan "
"741","Positif",1,"aplikasi peduli lindungi bermanfaat   kepentingan  perjalanan"
"742","Netral",0,"  aplikasi nya udah    suka ngebug   scan"
"743","Positif",2,"stlh update data sertifikat vaksin hilang  dianggap blm vaksin cek  www  untung sertifikat msh sempet  screen reco sdh hps memori jg data aplikasi relogin  sj mhn sgrdi perbaiki krn  pake u  mn"
"744","Netral",0,"cek sertifikat vaksin  bisatidak muncul   blank putih  cek  browser   "
"745","Positif",3,"  apk pedulilindungi    mudah  penggurusan data   pentingan  nya terima kasih  nya salam sehat  bebas covid"
"746","Positif",1," kesini  banget    gk  unduh sertifikat vaksin  aplikasi nya udah  update gimana sih tolong  diperbaiki"
"747","Netral",0,"aplikasinya  berubah  sertifikat vaksin   muncul"
"748","Negatif",-2," buka peduli lindungi  scan barcode  disuruh update versi   merugikan    orang buru  tertunda gara disuruh update versi  trus aplikasi nob"
"749","Netral",0,"data   muncul  aplikasi   update servernya  down butuh  perbaikan bug"
"750","Negatif",-2,"gua nggak  percaya ama aplikasi  website  dibikin pemerintah  turunannya nggak    nggak   bener  mudah   ribet dana nggak  ngembangin apps  dimasukin  perut "
"751","Netral",0,"  update    login     putuskan uninstal   hp tertulis   pakai  hp asus"
"752","Negatif",-1,"sebwoum d update serifikat vaksin   download setlah  update setifikate vaksin gabisa  download aneh orang   maju   mengalami kemunduran"
"753","Negatif",-1," aplikasi nya   dipakai ngk sih klw ngk  jgn  susah org org  bepergian  ln tp error melulu    aplikasi nya  tutup aja klw nyusahin "
"754","Netral",0,"aplikasinya eror   gentinglama banget perbaikannyarespon kemenkes  lelet  aplikasi milik pemerintah"
"755","Negatif",-1,"tolong  gimana  ga  login apk udah  coba  website pedulilindungi ga masuk aja  bolak   tampilan login tolong  solusinya  gimana"
"756","Negatif",-1," update   ribet buka sertifikat vaksin  arahkan  chrome   otomatis muncul"
"757","Positif",2,"ui terburuk   efisien udah  apps  mesti masuk web hmmzzz  pas masuk web suruh login pas login ehh ga masuk ni mo ngecek serfitikat gimana hey"
"758","Netral",0,"tolong developer nda  login keterangannya   terussss aplikasiii   tolong  perbaiki"
"759","Negatif",-1,"aplikasinya suka  updapte udah  update  ga  buka sertifikat"
"760","Negatif",-2,"halo   login  akunku  nggak    ya  tertulis  kesalahan  akun email  nomor telepon udah bener mohon bantuannya"
"761","Netral",0,"tolong   menyulitkan    akun   log in   sertifikat kaya daftar   rumit gimana  kelanjutan aplikasi peduli lindungi"
"762","Positif",2,"aplikasi loading nya   sedangkn   cepat  check in dn kasih bukti vaksin  tmpt "
"763","Positif",1," diupdate   lemot cek sertifikat aja   alihkan  web   login ngak masuk masuk    aplikasinya ngak  cek langsung mending aplikasi   dirilis ngak  ribetnya"
"764","Positif",1," gimana sih peduli lindungi susah banget  masuk  login loading lamaa  gabisa kebuka  tolong perbaiki  "
"765","Netral",0," update trs gk  update   giliran  update  gk   pake scannyusahin aja"
"766","Negatif",-2,"masuk apl nya utk buka sertifikat vaksin ga  login  ga   uninstal  dl apl   login tetep ga "
"767","Positif",1,"  masuk    perbarui  plikasi     kemana aja  pake plikasi  tolong   perbaiki "
"768","Netral",0,"aplikasi gajelas  udah daftar tibatiba udah log out trus gabisa login  daftar  gabisa  login  gabisa"
"769","Positif",2,"aplikasi    bagus   aman    login  scan qr  ruang publik  "
"770","Netral",0,"mohon penjelasannya boss aplikasinya  eror     pakai    instal ulang aplikasinya   eror  karnan bbm   aplikasi   bikin "
"771","Positif",1," masuk  dipersulit  kekurangan  aplikasi knp tdk disediakan akses   lupa email  password   kali download ttp   masuk"
"772","Negatif",-1,"tolonglah  perbaiki aplikasinya  susah login   update    error "
"773","Negatif",-2,"tolong perbaiki aplikasi nya    cek sertifikat vaksin susah  pas  uninstall apk trus download lgi pas  login  ga bisabisa"
"774","Negatif",-1," update  ga   cek sertifikat vaksin disuruh log in udah log in eh    halaman log in gitu  aja"
"775","Netral",0,"  update  logout  login  susah keterangan  abis bikin gw depat  satpam cuman gara gini doang sue lu"
"776","Negatif",-1,"aplikasi yg  jelek dlu bgus  diperbarui  buk ad batasan pencarian setifikat vaksin yg  kartu perhari   membantu  perubahan     susah  login klau ad yg terbaru jgn bikin org  sulit"
"777","Netral",0,"  masuk berkali kali gagal   uninstal  download     tolong diperbaiki   cetak sertifikat vaksin booster "
"778","Netral",0," harini  gangguan  gabisa masuk aplikasi  uninstal  gabisa login   gimana inii solusinya"
"779","Negatif",-3,"maaf   ya    login  email  loading muter aja  muncul tulisan  kesalahan silahkan coba "
"780","Negatif",-1,"  update    scan barcode  menghambat aktivitas"
"781","Negatif",-1,"aplikasi  sihkemanapun  scan  sebagainy  aplikasiny susah dibukamempersulit aktivitas aja"
"782","Negatif",-2," coba instal   diharuskan  aplikasi     mencoba sign updaftar   gagal  kesalahan teknis hadeeeuuh plat merah oh plat merahkok kelas negara kalah  kelas login minimarket"
"783","Positif",1,"aplikasinya bagus    pas masuk  gk  ya  bilang  kesalahansilakan coba  udah  coba ulang   masuk"
"784","Netral",0," udah reinstall berkalikali gabisa login   tp  logout"
"785","Negatif",-1,"aplikasi gak  dibuka mulu    kereta  pesawat  scan  coba   perbaiki  aplikasi nya"
"786","Negatif",-2,"aplikasinya ga   buka  udah  uninstall trs install   ttp kaga bisagmn    masuk  gedung kantor ga   penjelasan nya ya"
"787","Negatif",-2,"aplikasi susah  buka   ku update daftar  susah ngisi tgl lahirnya    simpel"
"788","Negatif",-1,"tolong   perbaiki   upgrade ko ga  login   gimana   pakai  kayak gini"
"789","Positif",2," memudahkan  pengguna   merubah data  pengubahan data      mandiri"
"790","Negatif",-1,"aplikasi  membantu  perubahanupdate versi  susah  lemott  udah pake kartu sim yg top "
"791","Negatif",-1,"aplikasinya susah dipakai log in   covid   henoh   diperhatikan"
"792","Negatif",-4," ribet  gak   lihat riwayat vaksin aja susahnya  ampun  lihat profil    akses pertukaran data  gak  lemotnya  ampun   dipakai  beli tiket perjalanan  gmn  jalan aplikasi negara  kayak gini"
"793","Positif",1,"aplikasinya ngelag  pas buka nyangkut dihalaman    mah  memudahkan  menyulitkan"
"794","Negatif",-4,"lemot wifi udah kenceng udah gonta ganti jaringan  aja  ngecek profile ga kebuka ngecek tiket booster  ga   seminggu   berangkat ampas banget aplikasi  notabenenya wajib dipake   masyarakat"
"795","Negatif",-1,"  update  gabisa dibuka gabisa login    nyusahin pdahal smua instansi  aplikasi inikalo ga  login  buka gimana "
"796","Netral",0,"mantap habis  update  login ajh susah sekalinya masuk chek in gk bsa pdhal sblum  update lancar ajah"
"797","Positif",2," update  bagus  log out  gak   masuk  akun nya "
"798","Netral",0,"akun  tdk bs dibuka   update notifikasinya  kesalahan  uninstall  install ulang msh tdk  "
"799","Negatif",-2," vaksin  sertfikat   masyarakat  paksa  vaksin  pelayanan  memuaskan penginputan data sertifikat vaksin    kerjanya ngapain aja ya  sertifikat vaksin  butuhkan  perjalanan tolong  perbaiki   kedepanya "
"800","Negatif",-1,"  susah utk cetak sertifikat dialihkan  menu login tpi   login  nomor hp email sdh "
"801","Netral",0,"apknya gimana si gak buka    cek sertifikat  gak      dri apk "
"802","Netral",0,"tolong   perbaiki  quota  tpi giliran buka appnya  bgt  scan qr code gak   menghambat  yg  buru tolong   perbaiki   update  tpi gak  kemajuan appnya"
"803","Netral",0," diupdate  logout    login tolonglah diperbaiki  menyusahkan pengguna"
"804","Negatif",-1,"  upgrade  lolak bnget ga  liat sertifikat vaksin  udh  login pake no hp  email tpi ttp   halaman yg  gimna sih"
"805","Netral",0,"lahhh  log out  aplikasinya disuruh login masukin no hp yg terdaftar ehh  kaga bisatolong dibenerin napa"
"806","Negatif",-3,"kinerja aplikasi nya menurun  lambat  membuka menu mohon  perbaiki    lemot"
"807","Negatif",-1,"aplikasi    rakyat diwajibkan pakai     login     teknisnya    dipaksakan becus kerja ga sih"
"808","Negatif",-1,"susah banget pakainya udah rumit banget masuknya giliran  up date  ga  scan barcode klo ga  up date ga  masuk gimana sih giliran  uninstall ga  masuk "
"809","Netral",0,"  uninstal trs download  ttp gabisa daftarpadahal data  bener tolong perbaiki  sistemnya"
"810","Netral",0," cek sertifikat vaksin tp dialihkan  web  disuruh login tp gabisa  akun  udah login"
"811","Netral",0," tb  log out  udh gitu pas  login lg gabisaudh pake sinyal internet  jg gabisa"
"812","Positif",1," update aplikasi tdk  dipakai perbaiki "
"813","Negatif",-1," update  hilang bug nya  nambah g bsa scan qr  gampang versi "
"814","Negatif",-1," diperbarui aplikasinya   lemot  ga  masuk  akunnya"
"815","Negatif",-2," aplikasi    log out  pas  login gagal melulu   ya  ngisi email  no hp bener lho"
"816","Netral",0,"   update  gk  login tolong   perbaiki"
"817","Netral",0,"  sih sistem  pembaruan data udah  upgrade gabisa dibuka pas  dibuka  isi data  pas  ngisi eeeh    data  alias kosong nyusahin banget"
"818","Netral",0,"pagi  error bikin panik  orang    manusia  indonesia  wajib pakai aplikasi   ngga  dibiarkan error   nyuruh anak berkembang  ngga ngebolehin anak eksplorasi kemampuan payah"
"819","Positif",1,"log out masuk  ulang   mohon diperbaiki aplikasi sih okkarena terintergrasi   aplkasi yg  kesehatan"
"820","Positif",1,"aplikasinya recehan nih  error    update  data master  peduli lindungi  hilang       aplikasi  recehan   dana    aplikasi yg murahan"
"821","Netral",0,"habis update sept  error gak  scan qr   tandanya  kegiatan  gakperlu akses   "
"822","Netral",0,"diupdate   log in  berkali masukin no telp gak  gagal coba  payah aplikasi rumittttttttttttttt   muncul bikin rumit maunya  nih aplikasi"
"823","Netral",0," aplikasi  sih  d upgrade mulutapi   upgrade  gak  masukdaftar  gak bisaterus  nya   aplikasi  pemerintah lohdan aplikasi   kemanamana trmasuk kerjatapi  jeleekk  sih  nyusahin aja"
"824","Netral",0,"udah  update  sertifikat vaksin ilang     loading nya  bandingin streaming"
